"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"EXTRACTED/245/0";"Foxit PDF Editor Pro+";"Foxit PDF Editor Pro+";"";""
"EXTRACTED/246/0";"From: Foxit Software Incorporated ({userAccount})";"来自：福建福昕软件开发股份有限公司 ({userAccount})";"";""
"EXTRACTED/247/0";"This email contains a secure link to access this document(s) envelope in Foxit Products. If you need assistance, please contact ({userAccount})";"此电子邮件包含一个安全链接，用于在福昕产品中访问该文档的信封。如果您需要帮助，请联系({userAccount})。";"";""
"EXTRACTED/248/0";"We respect your privacy and are committed to safeguarding your personal information. To learn more, please review our <a class=""goto"" href=""{privacyPolicyUrl}"" target=""_blank"" >Privacy Policy</a>.";"我们尊重您的隐私，并致力于保护您的个人信息。要了解更多信息，请查阅我们的<a class=""goto"" href=""{privacyPolicyUrl}"" target=""_blank"">隐私政策</a>。";"";""
"EXTRACTED/249/0";"If you access this file, your name and email may be visible to other collaborators. To continue, click the button to open the document.";"如果您访问此文件，您的姓名和电子邮件可能会对其他协作者可见。要继续，请点击按钮打开文档。";"";""
"EXTRACTED/250/0";"Alert: Failed Order Processing for {orderId}";"警报: 订单处理失败，订单号为 {orderId}";"";""
"EXTRACTED/251/0";"Hello Team,";"你好，团队，";"";""
"EXTRACTED/252/0";"An issue has occurred with the following order <span class=""attractive"">and requires immediate attention:</span>";"以下订单出现问题<span class=""attractive"">，需要立即处理:</span>";"";""
"EXTRACTED/253/0";"Order ID";"订单编号";"";""
"EXTRACTED/254/0";"Label";"标签";"";""
"EXTRACTED/255/0";"Customer Name";"客户名称";"";""
"EXTRACTED/256/0";"Error Details";"错误详情";"";""
"EXTRACTED/257/0";"Microsoft Subscription ID:";"Microsoft 订阅ID:";"";""
"EXTRACTED/258/0";"Product:";"产品:";"";""
"EXTRACTED/259/0";"Number of licenses added:";"添加的许可证数量:";"";""
"EXTRACTED/260/0";"MSP company name:";"MSP公司名称:";"";""
"EXTRACTED/261/0";"MSP contact name:";"MSP 联系人姓名:";"";""
"EXTRACTED/262/0";"MSP email address:";"MSP 电子邮件地址:";"";""
"EXTRACTED/263/0";"MSP Phone number:";"MSP电话号码:";"";""
"EXTRACTED/264/0";"MSP City:";"MSP 城市:";"";""
"EXTRACTED/265/0";"MSP State/Province:";"MSP 州/省:";"";""
"EXTRACTED/266/0";"MSP country/region:";"MSP 国家/地区:";"";""
"EXTRACTED/267/0";"Customer super admin email address:";"客户超级管理员电子邮件地址:";"";""
"EXTRACTED/268/0";"Customer City:";"客户城市:";"";""
"EXTRACTED/269/0";"Customer State/Province:";"客户州/省:";"";""
"EXTRACTED/270/0";"Customer country/region:";"客户国家/地区:";"";""
"EXTRACTED/271/0";"This failure may impact customer experience and undermine confidence in Foxit's ability to process orders reliably. Please investigate and resolve this issue immediately.";"此故障可能影响客户体验，并削弱对福昕可靠处理订单能力的信心。请立即调查并解决此问题。";"";""
"EXTRACTED/272/0";"About Me";"个人资料";"";""
"EXTRACTED/273/0";"Choose an avatar";"选择一个头像";"";""
"EXTRACTED/274/0";"Current Password";"当前密码";"";""
"EXTRACTED/275/0";"Current Password is incorrect.";"当前密码不正确。";"";""
"EXTRACTED/276/0";"Email Address";"邮件地址";"";""
"EXTRACTED/277/0";"Name";"用户名";"";""
"EXTRACTED/278/0";"New Password";"新密码";"";""
"EXTRACTED/279/0";"New Password cannot be blank.";"新密码不能为空。";"";""
"EXTRACTED/280/0";"Phone Country";"电话号码国家代码";"";""
"EXTRACTED/281/0";"Phone Number";"电话号码";"";""
"EXTRACTED/282/0";"The Two New Passwords are different.";"两次输入的新密码不同。";"";""
"EXTRACTED/283/0";"Timezone";"时区";"";""
"EXTRACTED/284/0";"Your Foxit Account Password";"您的福昕账户密码";"";""
"EXTRACTED/285/0";"copy";"复制";"";""
"EXTRACTED/286/0";"{userName}  ({userEmail})";"{userName}  ({userEmail})";"";""
"EXTRACTED/287/0";"Reset Your {org} Account Password";"重置您的{org}账户密码";"";""
"EXTRACTED/288/0";"Please verify your {org} account";"请验证您的{org}账户";"";""
"EXTRACTED/289/0";"ConnectedPDF - Personal Homepage";"互联PDF - 个人主页";"";""
"EXTRACTED/290/0";"Copyright";"版权";"";""
"EXTRACTED/291/0";"Forum";"论坛";"";""
"EXTRACTED/292/0";"Hi,";"嗨！";"";""
"EXTRACTED/293/0";"Just now";"刚刚";"";""
"EXTRACTED/294/0";"Last login about {time} day ago";"上次登录时间是{time}天前";"";""
"EXTRACTED/295/0";"Last login about {time} days ago";"上次登录时间是{time}天前";"";""
"EXTRACTED/296/0";"Last login about {time} month ago";"上次登录时间是{time}个月前";"";""
"EXTRACTED/297/0";"Last login about {time} months ago";"上次登录时间是{time}个月前";"";""
"EXTRACTED/298/0";"Last login about {time} week ago";"上次登录时间是{time}周前";"";""
"EXTRACTED/299/0";"Last login about {time} weeks ago";"上次登录时间是{time}周前";"";""
"EXTRACTED/300/0";"Last login about {time} year ago";"上次登录时间是{time}年前";"";""
"EXTRACTED/301/0";"Last login about {time} years ago";"上次登录时间是{time}年前";"";""
"EXTRACTED/302/0";"Last login {time} hour ago";"上次登录时间是{time}小时前";"";""
"EXTRACTED/303/0";"Last login {time} hours ago";"上次登录时间是{time}小时前";"";""
"EXTRACTED/304/0";"Last login {time} min ago";"上次登录时间是{time}分钟前";"";""
"EXTRACTED/305/0";"Last login {time} mins ago";"上次登录时间是{time}分钟前";"";""
"EXTRACTED/306/0";"Last login {time} sec ago";"上次登录时间是{time}秒前";"";""
"EXTRACTED/307/0";"Last login {time} secs ago";"上次登录时间是{time}秒前";"";""
"EXTRACTED/308/0";"My Home";"我的主页";"";""
"EXTRACTED/309/0";"My Profile";"个人资料";"";""
"EXTRACTED/310/0";"Privacy Policy";"隐私策略";"";""
"EXTRACTED/311/0";"days ago";"天前";"";""
"EXTRACTED/312/0";"hours ago";"小时前";"";""
"EXTRACTED/313/0";"mins ago";"分钟前";"";""
"EXTRACTED/314/0";"month ago";"月前";"";""
"EXTRACTED/315/0";"secs ago";"秒前";"";""
"EXTRACTED/316/0";"uploading";"正在上传";"";""
"EXTRACTED/317/0";"weeks ago";"周前";"";""
"EXTRACTED/318/0";"year ago";"年前";"";""
"EXTRACTED/319/0";"Sign out";"退出";"";""
"EXTRACTED/320/0";"Change";"更改";"";""
"EXTRACTED/321/0";"Change Password";"更改密码";"";""
"EXTRACTED/322/0";"Could not update password {message}.";"无法更新密码{message}。";"";""
"EXTRACTED/323/0";"Password successfully updated.";"密码更新成功。";"";""
"EXTRACTED/324/0";"Password:";"密码：";"";""
"EXTRACTED/325/0";"Personal Info";"个人信息";"";""
"EXTRACTED/326/0";"Re-type New Password";"重新输入新密码";"";""
"EXTRACTED/327/0";"Received by email";"通过邮件接收";"";""
"EXTRACTED/328/0";"Received by message tray";"通过消息托盘接收";"";""
"EXTRACTED/329/0";"Refresh";"刷新";"";""
"EXTRACTED/330/0";"Remove";"移除";"";""
"EXTRACTED/331/0";"Save Changes";"保存更改";"";""
"EXTRACTED/332/0";"Save change failed. Please try again.";"更改保存失败。请重试。";"";""
"EXTRACTED/333/0";"Select image";"选择图像";"";""
"EXTRACTED/334/0";"Support Numbers, upper and lower case and punctuation marks, no blank space please.";"支持数字，大小写和标点符号，请不要留有空格。";"";""
"EXTRACTED/335/0";"Yes";"是";"";""
"EXTRACTED/336/0";"Delete Account";"删除账户";"";""
"EXTRACTED/337/0";"Submitting an account deletion application will delete the Foxit account and all its data.";"提交账户删除申请将删除福昕账户及其所有数据。";"";""
"EXTRACTED/338/0";"Deleting an account has the following risks:";"删除账户存在以下风险：";"";""
"EXTRACTED/339/0";"Permanently delete, unable to log in to Foxit account";"永久删除，无法登录福昕";"";""
"EXTRACTED/340/0";"Once the account is deleted, you can't log in to all Foxit products, and the binding relationship with the third-party account will also be deleted.";"删除账户后，您将无法登录所有福昕产品，且与第三方账户的绑定关系也将被删除。";"";""
"EXTRACTED/341/0";"All product data can't be retrieved";"无法获取所有产品数据";"";""
"EXTRACTED/342/0";"After deletion, the account data in all Foxit products can't be retrieved, including the documents you uploaded, as well as the authorization and sharing records you set for the documents.";"删除后，将无法获取所有福昕产品中的账户数据，包括您上传的文档以及为这些文档设置的授权和共享记录。";"";""
"EXTRACTED/343/0";"Confirm to continue";"确认要继续";"";""
"EXTRACTED/344/0";"Verify that the current operation is your own operation, please enter the password of the current account";"验证当前是您自己的操作，请输入当前账户的密码";"";""
"EXTRACTED/345/0";"The system is deleting your account and data information.";"系统正在删除您的账户和数据信息。";"";""
"EXTRACTED/346/0";"We will send you the deletion result via email within 15 working days. Please be patient.";"我们将在15个工作日内通过电子邮件将删除结果发送给您。请耐心等待。";"";""
"EXTRACTED/347/0";"We will temporarily keep your email information, which will be deleted after sending the email.";"我们将暂时保留您的电子邮件信息，该信息将在发送电子邮件后删除。";"";""
"EXTRACTED/348/0";"Identity Verification";"身份验证";"";""
"EXTRACTED/349/0";"Risk Warning";"风险警告";"";""
"EXTRACTED/350/0";"Go to Homepage";"跳转至首页";"";""
"EXTRACTED/351/0";"Your current subscription service has not expired and you can't delete your account.";"您当前的订阅服务尚未过期，您无法删除自己的账户。";"";""
"EXTRACTED/352/0";"Delete account failed";"账户删除失败";"";""
"EXTRACTED/353/0";"View subscriptions";"查看订阅";"";""
"EXTRACTED/354/0";"You are still an enterprise super administrator and can't delete your account.";"您仍然是企业超级管理员，您的账户无法删除。";"";""
"EXTRACTED/355/0";"Go to the Admin Console";"跳转至管理控制台";"";""
"EXTRACTED/356/0";"Password cannot be empty";"密码不能为空";"";""
"EXTRACTED/357/0";"Password error";"密码错误";"";""
"EXTRACTED/358/0";"You can't delete the account at this time. Please contact your company's super administrator to remove your administrator privileges.";"您目前无法删除该账户。 请与您公司的超级管理员联系，以删除您的管理员权限。";"";""
"EXTRACTED/359/0";"You are the super administrator of the enterprise Foxit Admin Console, please cancel your enterprise administrator first.";"您是企业福昕管理控制台的超级管理员，请先取消您的企业管理员。";"";""
"EXTRACTED/360/0";"Successfully modified.";"修改成功。";"";""
"EXTRACTED/361/0";"Please restart the application and log in again.";"请重启应用程序后，重新登录。";"";""
"EXTRACTED/362/0";"Delete";"删除";"";""
"EXTRACTED/363/0";"Download";"下载";"";""
"EXTRACTED/364/0";"No online signature has been saved yet.";"还没有任何已保存的在线签名。";"";""
"EXTRACTED/365/0";"Signature";"签名";"";""
"EXTRACTED/366/0";"After resetting, please sign in from your application.";"重置后，请从您的应用程序进行登录。";"";""
"EXTRACTED/367/0";"Allow usage data to be used in ConnectedPDF features.*";"互联PDF功能总是允许共享使用数据。*";"";""
"EXTRACTED/368/0";"Back";"后退";"";""
"EXTRACTED/369/0";"By clicking ""Sign Up"", you agree that you have read and accepted the";"通过点击“注册”，代表您已经阅读过并接受";"";""
"EXTRACTED/370/0";"Previous accounts used";"以前使用的账户";"";""
"EXTRACTED/371/0";"Collapse";"折叠";"";""
"EXTRACTED/372/0";"Create an account";"创建一个账户";"";""
"EXTRACTED/373/0";"Due to security reasons, the link will expire after 24 hours.";"由于安全设置的原因，该链接将在24小时后过期。";"";""
"EXTRACTED/374/0";"Enter your account details below:";"在下边输入您的账户详细信息：";"";""
