"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"00F17C09/434/0";"Add to Fa&vorite Toolbox";"添加到常用工具箱(&V)";"V";"V"
"00F17C09/381/0";"Options";"选项";;
"00F17C09/384/0";"&Enable Content";"启用内容(&E)";"E";"E"
"00F17C09/383/0";"Pr&operties";"属性(&O)";"O";"O"
"00EF2BAC/225/0";"Resource.h";"Resource.h";;
"00EF2BAC/226/0";"afxres.h";"afxres.h";;
"00EF2BAC/12/0";"Click";"密码加密";;
"00EF2BAC/14/0";"Deselect";"安全策略管理";;
"00EF2BAC/18/0";"Select";"选择";;
"00EF2BAC/10/0";"This document contains interactive form fields.";"该文档包含交互式表单域。";;
"00EF2BAC/112/0";"Don't ask again";"不要再次询问";;
"00EF2BAC/44/0";"E-mai&l Form Data";"发送表单数据(&L)";;
"00EF2BAC/45/0";"Export form data and send via E-mail";"导出表单数据并通过邮件发送";;
"00EF2BAC/61/0";"The attached file contains data which was filled into a form. It's not the form itself. \nThe recipient of this data file should save it locally with a unique name. %s can process this data by importing it back into the blank form. Please get more details from Help-> User Manual.\n";"附件文件包含填写表单的数据，不仅仅是表单本身。\n此数据文件的收件人应将该文件以唯一名称保存在本地。%s可以通过导入到空白表单来处理该数据。请从帮助菜单下的用户手册中获取更多信息。\n";;
"00EF2BAC/60/0";"Data from %s";"数据来源于%s";;
"00EF2BAC/34/0";"Form data file not found or could not be opened. Check if the file was moved, renamed, or deleted.";"未发现表单数据文件或者不能正常打开该文件。请检查该文件是否被移动，重命名或者被删除。";;
"00EF2BAC/63/0";"Form could not be submitted. Please check your network connection and try again.";"不能提交表单。请检查您的网络连接后再次重试。";;
"00EF2BAC/55/0";"Export and Import";"导出/导入";;
"00EF2BAC/56/0";"Export and Import";"导出/导入";;
"00EF2BAC/68/0";"Export Form and Append &Data to an Existing Sheet";"导出表单并附加数据至已存在的工作表(&D)";;
"00EF2BAC/32/0";"Export Form and Append Data to an Existing Sheet";"导出表单并附加数据至一个已经存在的工作表";;
"00EF2BAC/70/0";"data source";"数据源";;
"00EF2BAC/69/0";"Combine Forms and Ex&port Data to a Sheet";"合并表单并导出数据至工作表(&P)";;
"00EF2BAC/33/0";"Combine forms and export data to a sheet";"合并表单并导出数据至工作表";;
"00EF2BAC/71/0";"Successfully exported form data. Do you want to open the file?";"成功导出表单数据，您是否想要打开该文件？";;
"00EF2BAC/41/0";"Export to a Ne&w File";"导出至一个新文件(&W)";;
"00EF2BAC/54/0";"Export form data";"导出表单数据";;
"00EF2BAC/113/0";"File with the same name already exists. Would you like to overwrite it?";"已经存在一个同名文件，您是否想要覆盖它？";;
"00EF2BAC/72/0";"Access denied! Make sure the file is not currently being used by another program or a read-only file.";"读取失败！请确认该文件是否被其它应用程序所占用或者是一个只读文件。";;
"00EF2BAC/66/0";"CSV Files (*.csv)|*.csv||";"CSV 文件( *.csv)|*.csv||";;
"00EF2BAC/40/0";"Edit the order in which form fields are calculated";"编辑表单控件进行计算的次序";;
"00EF2BAC/57/0";"Calculation Order";"计算次序";;
"00EF2BAC/115/0";"Export form data to spreadsheet";"导出表单数据到电子表格";;
"00EF2BAC/50/0";"Forms";"表单";;
"00EF2BAC/27/0";"Designer Assistant";"设计助手";;
"00EF2BAC/11/0";"Highlight Fields";"高亮域";;
"00EF2BAC/46/0";"Import &Form Data";"导入表单数据(&F)";;
"00EF2BAC/47/0";"Import form data from a file";"从文件中导入表单数据";;
"00EF2BAC/31/0";"Export to a New File";"导出至一个新文件";;
"00EF2BAC/35/0";"Successfully exported form data to the following file:\n\n%s\n\n";"成功将表单数据导出到了以下文件：\n\n%s\n\n";;
"00EF2BAC/36/0";"Importing form data finished!";"成功导入表单数据！\n\n";;
"00EF2BAC/62/0";"Your form submission was successful!";"提交表单成功！ ";;
"00EF2BAC/116/0";"To File";"到文件";;
"00EF2BAC/25/0";"Show or hide suggested locations for form fields";"显示/隐藏为表单控件指定的建议位置";;
"00EF2BAC/24/0";"Designer Assistant";"设计助手";;
"00EF2BAC/21/0";"Via Email";"通过邮件";;
"00EF2BAC/20/0";"Export";"导出";;
"00EF2BAC/29/0";"Append to an Existing Sheet";"附加到一个已经存在的工作表中";;
"00EF2BAC/30/0";"Combine Forms to a Sheet";"合并表单至一个工作表";;
"00EF2BAC/43/0";"To a New File";"至新文件";;
"00EF2BAC/52/0";"Import";"导入";;
"00EF2BAC/51/0";"Reset Form";"重置表单";;
"00EF2BAC/15/0";"Form";"表单";;
"00EF2BAC/16/0";"Edit";"编辑";;
"00EF2BAC/42/0";"Form Data";"表单数据";;
"00EF2BAC/23/0";"Form Fields";"表单域";;
"00EF2BAC/22/0";"Form Recognition";"表单识别";;
"00EF2BAC/48/0";"&Reset Form";"重置表单(&R)";;
"00EF2BAC/49/0";"Reset all form fields to their default values";"重置所有表单控件至默认值";;
"00EF2BAC/58/0";"Reset Form";"重置表单";;
"00EF2BAC/67/0";"&Add files";"添加文件(&A)";;
"00EF2BAC/117/0";"Highlight form fields with the color set in 'Preferences'.";"在‘偏好设置’中设置颜色集高亮表单域";;
"00EF2BAC/74/0";"filename.pdf";"文件名.pdf";;
"00EF2BAC/73/0";"Form Data Files (*.pdf,*.ppdf,*.fdf,*.xfdf,*.xml)|*.pdf;*.ppdf;*.fdf;*.xfdf;*.xml|All Files (*.*)|*.*||";"表单数据文件(*.pdf,*.ppdf,*.fdf,*.xfdf,*.xml)|*.pdf;*.ppdf;*.fdf;*.xfdf;*.xml|所有文件 (*.*)|*.*||";;
"00EF2BAC/114/0";"Form to sheet";"表单到工作表";;
"00EF2BAC/64/0";"Hide &Message Bar";"隐藏消息提示栏(&M)";;
"00EF2BAC/65/0";"Show &Message Bar";"显示消息提示栏(&W)";;
"00EF2BAC/118/0";"Form fields found";"发现表单域";;
"00EF2BAC/19/0";"Set Calculation Order";"设置计算次序";;
"00EF2BAC/28/0";"Are you sure you want to clear the auto-complete history?";"您确定要清除自动完成的历史记录吗？";;
"00EF2BAC/17/0";"There is no value in form field ""%s"". Please fill in it before proceeding.";"“%s”域内没有数值。请在处理之前先进行填写。";;
"00EF2BAC/37/0";"This option will reset all form fields to their default values.\nThe values in your form fields will be lost. Are you sure you want to continue?";"该选项将重置所有表单域为默认值。\n您可能会丢失一些数据。您确定要重置吗？";;
"00EF2BAC/53/0";"Typing";"正在输入";;
"00EF2BAC/124/0";"Invalid Barcode Value: %s%[1] is an invalid value for barcodes of type %s%[2]";"无效的条形码数值：%s%[1]对于%s%[2]类型的条形码而言，是无效数值";;
"00EF2BAC/125/0";"Import Data from Delimited Text File";"从分隔的文本文件导入数据";;
"00EF2BAC/129/0";"Off";"关闭";;
"00EF2BAC/130/0";"Basic";"基本";;
"00EF2BAC/131/0";"Advanced";"高级";;
"00EF2BAC/132/0";"The auto-complete feature is now off. No suggestions will be made while you type in form fields. Choose Basic or Advanced from the drop-down box to turn the feature on.";"自动完成功能现在已关闭。在您输入表单域期间不会出现提示。请从下拉框选择“基本”或“高级”来打开该功能。";;
"00EF2BAC/133/0";"The basic auto-complete feature stores the information you enter into form fields and uses these entries to suggest relevant choices as you type into a field. Once you enter a character into a field, a drop-down box displays a list of only the most probable matches. Double-click or press Down Arrow in an empty field to display an even larger list of possible matches.";"基本自动完成功能可存储您在表单域中输入的信息，并且当您在域中输入时使用这些内容提示相关的选择。一旦您在域中输入了一个字符，则下拉框显示一个包含了最有可能与之匹配的项目的列表。在空白域双击或按下“向下箭头”键可显示一个包含更多可能与之匹配的项目的列表。";;
"00EF2BAC/134/0";"The advanced auto-complete feature stores the information you enter into form fields and uses these entries to suggest relevant choices as you type into a field. If there are probable matches for a field, tabbing into that field will automatically display a list of them. If there is a very probable match, it will be entered in the field automatically. Pressing Tab while the pointer is over an entry in the list chooses the entry and moves to the next field.";"高级自动完成功能可存储您在表单域中输入的信息，并在您在域中输入时使用这些内容提示相关的选择。如果存在可能与域匹配的项目，跳位至该域将自动显示包含这些项目的列表。如果存在精确匹配的项目，则将自动在域中输入。当指针位于列表的某个项目上时，按 Tab 键可选择该项目并移动到下一个域。";;
"00EF2BAC/135/0";"Are you sure you want to delete all entries from the list?";"您确定要从列表中删除所有条目吗？";;
"00EF2BAC/136/0";"Are you sure you want to delete this entry from the list?";"您确定要从列表中删除该条目吗？";;
"00EF2BAC/137/0";"Do &not show this message again.";"不再显示该消息(&N) ";;
"00EF2BAC/150/0";"Parameter Set Name";"参数集名称";;
"00EF2BAC/151/0";"Symbology";"符号";;
"00EF2BAC/152/0";"Built-In";"内置";;
"00EF2BAC/153/0";"Handheld Barcode Scanner";"手持式条形码扫描仪";;
"00EF2BAC/154/0";"Fax Server";"传真服务器";;
"00EF2BAC/155/0";"Document/Handheld Scanner";"文档／手持扫描仪";;
"00EF2BAC/156/0";"PDF417";"PDF417";;
"00EF2BAC/157/0";"QR Code";"二维码";;
"00EF2BAC/158/0";"Data Matrix";"数据矩阵";;
"00EF2BAC/159/0";"Select ""Handheld Barcode Scanner"" from the Decode Condition menu if you plan to decode the barcode using a handheld barcode scanner or wand scanner.";"如果打算使用手持式条形码扫描仪或棒式扫描仪对条形码进行解码，请从“解码条件”菜单中选择“手持式条形码扫描仪”。";;
"00EF2BAC/160/0";"Select ""Fax Server"" from the Decode Condition menu if you expect to receive filled forms on a computer-based fax server.";"如果希望在基于计算机的传真服务器上接收填写的表格，请从“解码条件”菜单中选择“传真服务器”。";;
"00EF2BAC/161/0";"Select ""Document/Handheld Scanner"" from the Decode Condition menu if you plan to use a document scanner or a handheld barcode or wand scanner to decode the barcode.";"如果打算使用文档扫描仪或手持式条形码或棒式扫描仪对条形码进行解码，请从“解码条件”菜单中选择“文档/手持式扫描仪”。";;
"00EF2BAC/162/0";"Document Scanner";"文档扫描仪";;
"00EF2BAC/163/0";"Select ""Document Scanner"" from the Decode Condition menu if you plan to use a document scanner to decode the barcode.";"如果打算使用文档扫描仪对条形码进行解码，请从“解码条件”菜单中选择“文档扫描仪”。";;
"00EF2BAC/164/0";"Yes";"是";;
"00EF2BAC/165/0";"No";"否";;
"00EF2BAC/216/0";"Tool Settings";"工具设置";;
"00EF2BAC/223/0";"The file %s is a secure document that has been embedded in this document. Please double-click the file attachment to view.";"“%s”文件是嵌入在此文档中的安全文档。请双击文件附件查看。";;
"00EF2BAC/224/0";"Embedded Secure Document";"嵌入的安全文档";;
"00EF2BAC/177/0";"New Parameter Set";"新参数集";;
"00EF2BAC/178/0";"Copy of ";"副本 ";;
"00EF2BAC/179/0";"You must provide a name for this set of barcode parameters.";"您必须为这组条形码参数提供一个名称。";;
"00EF2BAC/180/0";"There is another barcode parameter set for the symbology %s%[1] with the name ""%s%[2]."" Do you wish to overwrite it?";"有为符号%s%[1]设置了另一个条形码参数，名称为“%s%[2]”。您想要重写吗？";;
"00EF2BAC/181/0";"The name ""%s"" matches one of the reserved barcode parameter set names. A different name for this barcode parameter set must be chosen.";"名称“%s”与所保留的条形码参数集名称之一匹配。请为该条形码集选择不同的名称。";;
"00EF2BAC/182/0";"bps";"bps";;
"00EF2BAC/183/0";"Barcode Parameter Description File (*.bps)|*.bps||";"条形码参数描述文件 (*.bps)|*.bps||";;
"00EF2BAC/184/0";"Are you sure you want to delete the selected barcode parameter set(s)?";"您确定要删除所选的条形码参数集吗？";;
"00EF2BAC/185/0";"The Barcode Parameters have been successful exported.";"条形码参数已成功导出。";;
"00EF2BAC/186/0";"An unexpected error has occurred. The disk containing this file is not available.";"发生意外的错误。包含该文件的磁盘不可用。";;
"00EF2BAC/187/0";"An unexpected error has occurred. Bad parameter.";"发生意外错误。参数错误。";;
"00EF2BAC/188/0";"Manage Barcode Parameters";"管理条形码参数";;
"00EF2BAC/191/0";"&New...";"新建(&N)...";"N";"N"
"00EF2BAC/192/0";"&Edit...";"编辑(&E)...";"E";"E"
"00EF2BAC/193/0";"&Delete";"删除(&D)";"D";"D"
"00EF2BAC/194/0";"&Import...";"导入(&I)...";"I";"I"
"00EF2BAC/195/0";"E&xport...";"导出(&X)...";"X";"X"
"00EF2BAC/196/0";"&Close";"关闭(&C)";"C";"C"
"00EF2BAC/138/0";"Auto-Complete Entry List";"自动填写条目列表";;
"00EF2BAC/140/0";"To remove an entry from the list, select it and click Remove. To clear the entry list, click Remove All.";"要从列表中删除某条目，请选择它，然后单击“移除”。要清除条目列表，请单击“全部移除”。";;
"00EF2BAC/142/0";"Remove &All";"全部移除(&A)";"A";"A"
"00EF2BAC/143/0";"&Remove";"移除(&R)";"R";"R"
"00EF2BAC/144/0";"&Close";"关闭(&C)";"C";"C"
"00EF2BAC/119/0";"Import form data from CSV file";"从CSV文件中导入表单数据";;
"00EF2BAC/121/0";"OK";"确定";;
"00EF2BAC/122/0";"Cancel";"取消";;
"00EF2BAC/77/0";"General";"常规";;
"00EF2BAC/126/0";"&Automatically calculate field values";"自动计算表单域数值(&A)";"A";"A"
"00EF2BAC/127/0";"&Show focus rectangle";"显示焦点矩形(&S)";"S";"S"
"00EF2BAC/197/0";"Manage Barcode Parameters...";"管理条形码参数...";;
"00EF2BAC/128/0";"Show text field &overflow indicator";"显示文字栏位溢出指示(&O)";"O";"O"
"00EF2BAC/78/0";"&Always hide document message bar";"总是隐藏文档消息栏(&A)";"A";"A"
"00EF2BAC/79/0";"&Highlight all fields";"高亮显示表单域(&H)";"H";"H"
"00EF2BAC/80/0";"&Fields highlight :";"高亮区域(&F)：";"F";"F"
"00EF2BAC/82/0";"Highlight &required fields:";"高亮必填区域(&R)：";"R";"R"
"00EF2BAC/90/0";"Open Properties box after creating field";"在创建表单之后打开简单属性对话框";;
"00EF2BAC/92/0";"Run form recognition when creating PDF in %s";"使用%s创建PDF时运行表单自动识别";;
"00EF2BAC/93/0";"Enable smart non-interactive field detection and filling mode with typewriter tool.";"快速非交互域检测和自由文本工具填写域内容模式可用 ";;
"00EF2BAC/145/0";"Auto-Complete";"自动完成";;
"00EF2BAC/147/0";"Remember &numerical data (e.g., telephone number)";"记住数字数据（比如电话号码等）(&N)";"N";"N"
"00EF2BAC/148/0";"&Edit Entry List...";"编辑字典列表(&E)...";"E";"E"
"00EF2BAC/84/0";"Email";"邮件";;
"00EF2BAC/85/0";"Default subjec&t:";"默认标题(&T)：";"T";"T"
"00EF2BAC/87/0";"Default &contents:";"默认内容(&C)：";"C";"C"
"00EF2BAC/94/0";"Export multiple forms to a sheet";"导出多个表单至一个工作表";;
"00EF2BAC/96/0";"Export";"导出";;
"00EF2BAC/97/0";"Cancel";"取消";;
"00EF2BAC/98/0";"&Add files...";"添加文件(&A)...";"A";"A"
"00EF2BAC/99/0";"Please note that forms should be based on the same form.";"请注意表单必须基于相同的表单。";;
"00EF2BAC/100/0";"&Contain forms you closed recently";"包括您最近关闭的表单(&C)";"C";"C"
"00EF2BAC/102/0";"Append to an existing file";"附加至一个已存在的文件";;
"00EF2BAC/198/0";"Barcode Parameters";"条形码参数";;
"00EF2BAC/200/0";"&Name:";"名称(&N)：";"N";"N"
"00EF2BAC/202/0";"&Description:";"描述(&D)：";"D";"D"
"00EF2BAC/204/0";"&Symbology:";"符号(&S)：";"S";"S"
"00EF2BAC/206/0";"&X Dimension:";"X维度(&X)：";"X";"X"
"00EF2BAC/208/0";"&Y/X Ratio:";"Y/X 比率(&Y)：";"Y";"Y"
"00EF2BAC/209/0";"0";"0";;
"00EF2BAC/210/0";"&Error Correction Level:";"纠错级别(&E)：";"E";"E"
"00EF2BAC/211/0";"0";"0";;
"00EF2BAC/212/0";"&Error Correction Level:";"纠错级别(&E)：";"E";"E"
"00EF2BAC/214/0";"&OK";"确定(&O)";"O";"O"
"00EF2BAC/215/0";"&Cancel";"取消(&C)";"C";"C"
"00EF2BAC/104/0";"FormData";"表单数据";;
"00EF2BAC/105/0";"&Export to a new file...";"导出至新文件(&E)...";"E";"E"
"00EF2BAC/106/0";"Export form and append data to an existing sheet...";"导出表单并附加数据至一个已经存在的工作表...";;
"00EF2BAC/107/0";"Combine Forms and export data to a sheet...";"合并表单并导出数据至一个工作表...";;
"00EF2BAC/108/0";"Import &Form Data...";"导入表单数据(&I)...";"F";"I"
"00EF2BAC/109/0";"E-mail Form Data...";"邮件发送表单数据...";;
"00ED64EC/129/0";"../include/resource.h";"../include/resource.h";;
"00ED64EC/130/0";"afxres.h";"afxres.h";;
"00ED64EC/17/0";"&Style:";"类型(&S)：";"S";"S"
"00ED64EC/19/0";"Colo&r:";"颜色(&R)：";"R";"R"
"00ED64EC/84/0";"Add a new table of contents";"添加新的目录页";;
"00ED64EC/108/0";"Select the bookmark levels that should be converted into items in the table of contents. ";"选择需要转换为目录条目的书签等级 ";;
"00ED64EC/109/0";"Convert all bookmark levels into items in the table of contents.";"将所有书签转换为目录条目";;
"00ED64EC/89/0";"Base level";"基本级别";;
"00ED64EC/90/0";"Level 1";"一级";;
"00ED64EC/91/0";"Level 2";"二级";;
"00ED64EC/92/0";"Level 3";"三级";;
"00ED64EC/93/0";"Level 4";"四级";;
"00ED64EC/87/0";"OK";"确定";;
"00ED64EC/88/0";"Cancel";"取消";;
"00ED64EC/96/0";"Structure Elements";"结构元素";;
"00ED64EC/98/0";"&OK";"确定(&O)";"O";"O"
"00ED64EC/99/0";"&Cancel";"取消(&C)";"C";"C"
"00ED64EC/100/0";"Structure";"结构";;
"00ED64EC/102/0";"&Select All";"全选(&S)";"S";"S"
"00ED64EC/103/0";"C&lear All";"全部清除(&L)";"L";"L"
"00ED64EC/32/0";"No Color";"无颜色";;
"00ED64EC/33/0";"Other";"其它";;
"00ED64EC/66/0";"&Bookmark";"书签(&B)";;
"00ED64EC/31/0";"Bookmark Properties";"书签属性";;
"00ED64EC/40/0";"Appearance";"外观";;
"00ED64EC/38/0";"Bold";"粗体";;
"00ED64EC/39/0";"Bold & Italic";"粗斜体";;
"00ED64EC/37/0";"Italic";"斜体";;
"00ED64EC/36/0";"Plain";"纯文本";;
"00ED64EC/35/0";"Cancel";"取消";;
"00ED64EC/34/0";"OK";"确定";;
"00ED64EC/30/0";"Are you sure you want to set the bookmark destination to the current location?";"您确定要将所选书签的目标位置设置到当前位置吗？";;
"00ED64EC/59/0";"Bookmark Toolbar";"书签工具栏";;
"00ED64EC/58/0";"Untitled";"无标题";;
"00ED64EC/61/0";"Add, remove, and manage bookmarks";"添加、移除、管理书签";;
"00ED64EC/75/0";"Ins&ert";"插入(&E)";;
"00ED64EC/94/0";"&Wrap Long Bookmarks";"长书签自动换行(&W)";;
"00ED64EC/80/0";"Please note deleting a parent bookmark will also delete all child bookmarks.";"请注意删除父书签时，其对应的子书签也会被删除。";;
"00ED64EC/81/0";"Don't show again";"不再显示";;
"00ED64EC/72/0";"Bookmark Color";"书签颜色";;
